processor,OBJECTID,V,H,dimensions_km,grid_code,xmin,ymin,xmax,ymax,centroid_latitude_dd,centroid_longitude_dd,Shape_Length,Shape_Area,dist_full,dist_boreal,dist_south,dist_temp
1,181,9,52,50x50,AK050H052V009,350005,1950005,400005,2000005,67.51090558,-145.2478265,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,182,9,53,50x50,AK050H053V009,400005,1950005,450005,2000005,67.44775517,-144.0971151,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,183,9,54,50x50,AK050H054V009,450005,1950005,500005,2000005,67.37691001,-142.9523629,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,184,9,55,50x50,AK050H055V009,500005,1950005,550005,2000005,67.29843799,-141.8141982,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,185,9,56,50x50,AK050H056V009,550005,1950005,600005,2000005,67.21241333,-140.6832268,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,186,9,57,50x50,AK050H057V009,600005,1950005,650005,2000005,67.11891618,-139.5600303,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,187,9,58,50x50,AK050H058V009,650005,1950005,700005,2000005,67.01803228,-138.4451643,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,188,9,59,50x50,AK050H059V009,700005,1950005,750005,2000005,66.90985256,-137.3391576,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,189,9,60,50x50,AK050H060V009,750005,1950005,800005,2000005,66.79447271,-136.242511,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,190,9,61,50x50,AK050H061V009,800005,1950005,850005,2000005,66.67199284,-135.1556963,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,191,10,36,50x50,AK050H036V010,-449995,1900005,-399995,1950005,67.00194263,-163.7331494,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,192,10,37,50x50,AK050H037V010,-399995,1900005,-349995,1950005,67.06393327,-162.6016569,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,193,10,38,50x50,AK050H038V010,-349995,1900005,-299995,1950005,67.11830476,-161.4651206,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,194,10,39,50x50,AK050H039V010,-299995,1900005,-249995,1950005,67.16500588,-160.3241764,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,195,10,40,50x50,AK050H040V010,-249995,1900005,-199995,1950005,67.20399223,-159.1794757,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,196,10,41,50x50,AK050H041V010,-199995,1900005,-149995,1950005,67.23522648,-158.0316831,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,197,10,42,50x50,AK050H042V010,-149995,1900005,-99995,1950005,67.25867851,-156.8814742,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,198,10,43,50x50,AK050H043V010,-99995,1900005,-49995,1950005,67.27432562,-155.729533,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,199,10,44,50x50,AK050H044V010,-49995,1900005,5.000000004,1950005,67.28215259,-154.57655,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,200,10,45,50x50,AK050H045V010,5.000000004,1900005,50005,1950005,67.28215181,-153.4232194,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,201,10,46,50x50,AK050H046V010,50005,1900005,100005,1950005,67.27432327,-152.2702365,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,202,10,47,50x50,AK050H047V010,100005,1900005,150005,1950005,67.2586746,-151.1182956,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,203,10,48,50x50,AK050H048V010,150005,1900005,200005,1950005,67.23522101,-149.968087,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,204,10,49,50x50,AK050H049V010,200005,1900005,250005,1950005,67.20398521,-148.820295,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,205,10,50,50x50,AK050H050V010,250005,1900005,300005,1950005,67.16499731,-147.675595,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,206,10,51,50x50,AK050H051V010,300005,1900005,350005,1950005,67.11829465,-146.5346517,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,207,10,52,50x50,AK050H052V010,350005,1900005,400005,1950005,67.06392163,-145.3981163,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,208,10,53,50x50,AK050H053V010,400005,1900005,450005,1950005,67.00192947,-144.2666249,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,209,10,54,50x50,AK050H054V010,450005,1900005,500005,1950005,66.93237596,-143.1407961,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,210,10,55,50x50,AK050H055V010,500005,1900005,550005,1950005,66.85532521,-142.0212295,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,211,10,56,50x50,AK050H056V010,550005,1900005,600005,1950005,66.77084731,-140.9085036,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,212,10,57,50x50,AK050H057V010,600005,1900005,650005,1950005,66.67901803,-139.8031748,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,213,10,58,50x50,AK050H058V010,650005,1900005,700005,1950005,66.57991846,-138.7057754,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,214,10,59,50x50,AK050H059V010,700005,1900005,750005,1950005,66.47363468,-137.616813,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,215,10,60,50x50,AK050H060V010,750005,1900005,800005,1950005,66.36025737,-136.5367693,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,216,10,61,50x50,AK050H061V010,800005,1900005,850005,1950005,66.23988143,-135.4660992,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,217,10,62,50x50,AK050H062V010,850005,1900005,900005,1950005,66.11260561,-134.4052304,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,218,11,33,50x50,AK050H033V011,-599995,1850005,-549995,1900005,66.32952351,-166.8734022,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,219,11,34,50x50,AK050H034V011,-549995,1850005,-499995,1900005,66.41251385,-165.7783641,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,220,11,35,50x50,AK050H035V011,-499995,1850005,-449995,1900005,66.48819814,-164.6768154,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,221,11,36,50x50,AK050H036V011,-449995,1850005,-399995,1900005,66.55651008,-163.5693092,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,222,11,37,50x50,AK050H037V011,-399995,1850005,-349995,1900005,66.6173891,-162.4564177,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,223,11,38,50x50,AK050H038V011,-349995,1850005,-299995,1900005,66.67078062,-161.3387309,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,224,11,39,50x50,AK050H039V011,-299995,1850005,-249995,1900005,66.71663626,-160.2168544,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,225,11,40,50x50,AK050H040V011,-249995,1850005,-199995,1900005,66.75491415,-159.0914084,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,226,11,41,50x50,AK050H041V011,-199995,1850005,-149995,1900005,66.78557904,-157.9630249,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,227,11,42,50x50,AK050H042V011,-149995,1850005,-99995,1900005,66.80860254,-156.8323461,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,228,11,43,50x50,AK050H043V011,-99995,1850005,-49995,1900005,66.82396324,-155.700022,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,229,11,44,50x50,AK050H044V011,-49995,1850005,5.000000004,1900005,66.8316468,-154.5667085,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,230,11,45,50x50,AK050H045V011,5.000000004,1850005,50005,1900005,66.83164604,-153.4330648,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,231,11,46,50x50,AK050H046V011,50005,1850005,100005,1900005,66.82396094,-152.2997515,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,232,11,47,50x50,AK050H047V011,100005,1850005,150005,1900005,66.8085987,-151.1674276,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,233,11,48,50x50,AK050H048V011,150005,1850005,200005,1900005,66.78557367,-150.0367492,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,234,11,49,50x50,AK050H049V011,200005,1850005,250005,1900005,66.75490725,-148.9083662,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,235,11,50,50x50,AK050H050V011,250005,1850005,300005,1900005,66.71662785,-147.7829208,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,236,11,51,50x50,AK050H051V011,300005,1850005,350005,1900005,66.67077069,-146.6610452,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,237,11,52,50x50,AK050H052V011,350005,1850005,400005,1900005,66.61737767,-145.5433592,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,238,11,53,50x50,AK050H053V011,400005,1850005,450005,1900005,66.55649716,-144.4304688,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,239,11,54,50x50,AK050H054V011,450005,1850005,500005,1900005,66.48818373,-143.3229637,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,240,11,55,50x50,AK050H055V011,500005,1850005,550005,1900005,66.41249798,-142.2214163,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,241,11,56,50x50,AK050H056V011,550005,1850005,600005,1900005,66.32950619,-141.1263795,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,242,11,57,50x50,AK050H057V011,600005,1850005,650005,1900005,66.23928004,-140.0383856,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,243,11,58,50x50,AK050H058V011,650005,1850005,700005,1900005,66.14189633,-138.957945,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,244,11,59,50x50,AK050H059V011,700005,1850005,750005,1900005,66.03743661,-137.8855452,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,245,11,60,50x50,AK050H060V011,750005,1850005,800005,1900005,65.92598686,-136.8216494,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,246,11,61,50x50,AK050H061V011,800005,1850005,850005,1900005,65.80763715,-135.7666962,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,247,11,62,50x50,AK050H062V011,850005,1850005,900005,1900005,65.68248129,-134.7210989,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,248,12,31,50x50,AK050H031V012,-699995,1800005,-649995,1850005,65.70395455,-168.7977179,200000,2500000000,TRUE,FALSE,FALSE,FALSE
1,249,12,32,50x50,AK050H032V012,-649995,1800005,-599995,1850005,65.79968562,-167.7337472,2e+05,2.5e+09,TRUE,FALSE,FALSE,FALSE
1,250,12,33,50x50,AK050H033V012,-599995,1800005,-549995,1850005,65.88836824,-166.6625764,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,251,12,34,50x50,AK050H034V012,-549995,1800005,-499995,1850005,65.96992964,-165.5846948,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,252,12,35,50x50,AK050H035V012,-499995,1800005,-449995,1850005,66.0443019,-164.5006121,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,253,12,36,50x50,AK050H036V012,-449995,1800005,-399995,1850005,66.1114223,-163.4108572,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,254,12,37,50x50,AK050H037V012,-399995,1800005,-349995,1850005,66.17123352,-162.3159766,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,255,12,38,50x50,AK050H038V012,-349995,1800005,-299995,1850005,66.22368394,-161.216533,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,256,12,39,50x50,AK050H039V012,-299995,1800005,-249995,1850005,66.26872785,-160.1131041,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,257,12,40,50x50,AK050H040V012,-249995,1800005,-199995,1850005,66.30632567,-159.0062803,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,258,12,41,50x50,AK050H041V012,-199995,1800005,-149995,1850005,66.33644412,-157.8966633,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,259,12,42,50x50,AK050H042V012,-149995,1800005,-99995,1850005,66.3590564,-156.7848641,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,260,12,43,50x50,AK050H043V012,-99995,1800005,-49995,1850005,66.37414229,-155.6715009,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,261,12,44,50x50,AK050H044V012,-49995,1800005,5.000000004,1850005,66.38168825,-154.5571973,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,262,12,45,50x50,AK050H045V012,5.000000004,1800005,50005,1850005,66.38168749,-153.4425798,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,263,12,46,50x50,AK050H046V012,50005,1800005,100005,1850005,66.37414002,-152.3282763,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,264,12,47,50x50,AK050H047V012,100005,1800005,150005,1850005,66.35905263,-151.2149134,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,265,12,48,50x50,AK050H048V012,150005,1800005,200005,1850005,66.33643885,-150.1031145,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,266,12,49,50x50,AK050H049V012,200005,1800005,250005,1850005,66.30631889,-148.993498,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,267,12,50,50x50,AK050H050V012,250005,1800005,300005,1850005,66.26871958,-147.8866749,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,268,12,51,50x50,AK050H051V012,300005,1800005,350005,1850005,66.22367418,-146.7832467,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,269,12,52,50x50,AK050H052V012,350005,1800005,400005,1850005,66.17122229,-145.683804,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,270,12,53,50x50,AK050H053V012,400005,1800005,450005,1850005,66.1114096,-144.5889243,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,271,12,54,50x50,AK050H054V012,450005,1800005,500005,1850005,66.04428775,-143.4991705,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,272,12,55,50x50,AK050H055V012,500005,1800005,550005,1850005,65.96991404,-142.415089,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,273,12,56,50x50,AK050H056V012,550005,1800005,600005,1850005,65.88835122,-141.3372087,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,274,12,57,50x50,AK050H057V012,600005,1800005,650005,1850005,65.79966718,-140.2660392,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,275,12,58,50x50,AK050H058V012,650005,1800005,700005,1850005,65.7039347,-139.20207,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,276,12,59,50x50,AK050H059V012,700005,1800005,750005,1850005,65.60123113,-138.1457692,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,277,12,60,50x50,AK050H060V012,750005,1800005,800005,1850005,65.49163807,-137.0975826,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,278,12,61,50x50,AK050H061V012,800005,1800005,850005,1850005,65.37524106,-136.057933,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,279,12,62,50x50,AK050H062V012,850005,1800005,900005,1850005,65.25212928,-135.0272199,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,281,13,32,50x50,AK050H032V013,-649995,1750005,-599995,1800005,65.36016447,-167.5133007,200000,2500000000,TRUE,FALSE,FALSE,FALSE
1,282,13,33,50x50,AK050H033V013,-599995,1750005,-549995,1800005,65.44736261,-166.4584647,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,283,13,34,50x50,AK050H034V013,-549995,1750005,-499995,1800005,65.52754896,-165.3972298,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,284,13,35,50x50,AK050H035V013,-499995,1750005,-449995,1800005,65.60065913,-164.3300841,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,285,13,36,50x50,AK050H036V013,-449995,1750005,-399995,1800005,65.66663368,-163.2575337,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,286,13,37,50x50,AK050H037V013,-399995,1750005,-349995,1800005,65.72541834,-162.1801008,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,287,13,38,50x50,AK050H038V013,-349995,1750005,-299995,1800005,65.77696425,-161.0983227,200000,2500000000,TRUE,TRUE,FALSE,FALSE
1,288,13,39,50x50,AK050H039V013,-299995,1750005,-249995,1800005,65.82122816,-160.0127505,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,289,13,40,50x50,AK050H040V013,-249995,1750005,-199995,1800005,65.85817262,-158.9239469,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
1,290,13,41,50x50,AK050H041V013,-199995,1750005,-149995,1800005,65.88776619,-157.8324852,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,291,13,42,50x50,AK050H042V013,-149995,1750005,-99995,1800005,65.90998351,-156.738947,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,292,13,43,50x50,AK050H043V013,-99995,1750005,-49995,1800005,65.92480547,-155.6439209,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,293,13,44,50x50,AK050H044V013,-49995,1750005,5.000000004,1800005,65.93221928,-154.5480001,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,294,13,45,50x50,AK050H045V013,5.000000004,1750005,50005,1800005,65.93221854,-153.4517807,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,295,13,46,50x50,AK050H046V013,50005,1750005,100005,1800005,65.92480324,-152.35586,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,296,13,47,50x50,AK050H047V013,100005,1750005,150005,1800005,65.9099798,-151.2608341,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,297,13,48,50x50,AK050H048V013,150005,1750005,200005,1800005,65.88776101,-150.1672963,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,298,13,49,50x50,AK050H049V013,200005,1750005,250005,1800005,65.85816597,-149.0758351,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,299,13,50,50x50,AK050H050V013,250005,1750005,300005,1800005,65.82122004,-147.9870321,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,300,13,51,50x50,AK050H051V013,300005,1750005,350005,1800005,65.77695467,-146.9014605,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,301,13,52,50x50,AK050H052V013,350005,1750005,400005,1800005,65.72540731,-145.8196833,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,302,13,53,50x50,AK050H053V013,400005,1750005,450005,1800005,65.6666212,-144.7422513,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,303,13,54,50x50,AK050H054V013,450005,1750005,500005,1800005,65.60064522,-143.6697019,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,304,13,55,50x50,AK050H055V013,500005,1750005,550005,1800005,65.52753362,-142.6025574,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,305,13,56,50x50,AK050H056V013,550005,1750005,600005,1800005,65.44734587,-141.5413237,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,306,13,57,50x50,AK050H057V013,600005,1750005,650005,1800005,65.36014633,-140.4864891,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,307,13,58,50x50,AK050H058V013,650005,1750005,700005,1800005,65.26600404,-139.438523,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,308,13,59,50x50,AK050H059V013,700005,1750005,750005,1800005,65.1649924,-138.3978752,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,309,13,60,50x50,AK050H060V013,750005,1750005,800005,1800005,65.05718895,-137.3649748,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,310,13,61,50x50,AK050H061V013,800005,1750005,850005,1800005,64.94267499,-136.3402295,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,311,13,62,50x50,AK050H062V013,850005,1750005,900005,1800005,64.82153535,-135.3240251,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,312,14,31,50x50,AK050H031V014,-699995,1700005,-649995,1750005,64.82809552,-168.33214,2e+05,2.5e+09,TRUE,FALSE,FALSE,FALSE
2,313,14,32,50x50,AK050H032V014,-649995,1700005,-599995,1750005,64.92070402,-167.2997258,200000,2500000000,TRUE,FALSE,FALSE,FALSE
2,314,14,33,50x50,AK050H033V014,-599995,1700005,-549995,1750005,65.00647213,-166.2607551,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,315,14,34,50x50,AK050H034V014,-549995,1700005,-499995,1750005,65.08533433,-165.2156784,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,316,14,35,50x50,AK050H035V014,-499995,1700005,-449995,1750005,65.15722953,-164.1649637,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,317,14,36,50x50,AK050H036V014,-449995,1700005,-399995,1750005,65.22210135,-163.1090952,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,318,14,37,50x50,AK050H037V014,-399995,1700005,-349995,1750005,65.27989835,-162.0485724,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,319,14,38,50x50,AK050H038V014,-349995,1700005,-299995,1750005,65.33057422,-160.9839087,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,320,14,39,50x50,AK050H039V014,-299995,1700005,-249995,1750005,65.37408801,-159.9156299,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,321,14,40,50x50,AK050H040V014,-249995,1700005,-199995,1750005,65.41040428,-158.8442731,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,322,14,41,50x50,AK050H041V014,-199995,1700005,-149995,1750005,65.43949323,-157.7703846,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,323,14,42,50x50,AK050H042V014,-149995,1700005,-99995,1750005,65.46133088,-156.6945188,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,324,14,43,50x50,AK050H043V014,-99995,1700005,-49995,1750005,65.47589916,-155.6172361,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
2,325,14,44,50x50,AK050H044V014,-49995,1700005,5.000000004,1750005,65.48318597,-154.5391015,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,326,14,45,50x50,AK050H045V014,5.000000004,1700005,50005,1750005,65.48318524,-153.4606828,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,327,14,46,50x50,AK050H046V014,50005,1700005,100005,1750005,65.47589698,-152.3825484,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,328,14,47,50x50,AK050H047V014,100005,1700005,150005,1750005,65.46132724,-151.3052659,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,329,14,48,50x50,AK050H048V014,150005,1700005,200005,1750005,65.43948813,-150.2294004,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,330,14,49,50x50,AK050H049V014,200005,1700005,250005,1750005,65.41039773,-149.1555124,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,331,14,50,50x50,AK050H050V014,250005,1700005,300005,1750005,65.37408003,-148.0841561,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,332,14,51,50x50,AK050H051V014,300005,1700005,350005,1750005,65.3305648,-147.015878,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,333,14,52,50x50,AK050H052V014,350005,1700005,400005,1750005,65.2798875,-145.9512151,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,334,14,53,50x50,AK050H053V014,400005,1700005,450005,1750005,65.22208908,-144.8906932,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,335,14,54,50x50,AK050H054V014,450005,1700005,500005,1750005,65.15721585,-143.8348257,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,336,14,55,50x50,AK050H055V014,500005,1700005,550005,1750005,65.08531925,-142.784112,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,337,14,56,50x50,AK050H056V014,550005,1700005,600005,1750005,65.00645567,-141.7390365,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,338,14,57,50x50,AK050H057V014,600005,1700005,650005,1750005,64.92068618,-140.700067,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,339,14,58,50x50,AK050H058V014,650005,1700005,700005,1750005,64.82807632,-139.6676542,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,340,14,59,50x50,AK050H059V014,700005,1700005,750005,1750005,64.72869585,-138.6422302,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,341,14,60,50x50,AK050H060V014,750005,1700005,800005,1750005,64.62261844,-137.6242082,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,342,14,61,50x50,AK050H061V014,800005,1700005,850005,1750005,64.50992147,-136.6139812,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,343,15,27,50x50,AK050H027V015,-899995,1650005,-849995,1700005,63.95959094,-172.1085073,200000,2500000000,TRUE,FALSE,FALSE,FALSE
2,345,15,33,50x50,AK050H033V015,-599995,1650005,-549995,1700005,64.56566417,-166.0691544,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,346,15,34,50x50,AK050H034V015,-549995,1650005,-499995,1700005,64.64325036,-165.0397678,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,347,15,35,50x50,AK050H035V015,-499995,1650005,-449995,1700005,64.71397511,-164.0049995,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,348,15,36,50x50,AK050H036V015,-449995,1650005,-399995,1700005,64.77778492,-162.9653132,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,349,15,37,50x50,AK050H037V015,-399995,1650005,-349995,1700005,64.83463096,-161.921187,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,350,15,38,50x50,AK050H038V015,-349995,1650005,-299995,1700005,64.88446933,-160.8731115,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,351,15,39,50x50,AK050H039V015,-299995,1650005,-249995,1700005,64.9272612,-159.821589,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,352,15,40,50x50,AK050H040V015,-249995,1650005,-199995,1700005,64.96297297,-158.7671322,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,353,15,41,50x50,AK050H041V015,-199995,1650005,-149995,1700005,64.99157642,-157.7102624,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,354,15,42,50x50,AK050H042V015,-149995,1650005,-99995,1700005,65.01304884,-156.651508,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,355,15,43,50x50,AK050H043V015,-99995,1650005,-49995,1700005,65.0273731,-155.5914036,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,356,15,44,50x50,AK050H044V015,-49995,1650005,5.000000004,1700005,65.03453774,-154.5304874,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,357,15,45,50x50,AK050H045V015,5.000000004,1650005,50005,1700005,65.03453702,-153.4693004,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,358,15,46,50x50,AK050H046V015,50005,1650005,100005,1700005,65.02737095,-152.4083843,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,359,15,47,50x50,AK050H047V015,100005,1650005,150005,1700005,65.01304526,-151.3482801,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,360,15,48,50x50,AK050H048V015,150005,1650005,200005,1700005,64.99157141,-150.2895261,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,361,15,49,50x50,AK050H049V015,200005,1650005,250005,1700005,64.96296654,-149.2326566,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,362,15,50,50x50,AK050H050V015,250005,1650005,300005,1700005,64.92725335,-148.1782004,200000,2500000000,TRUE,TRUE,FALSE,FALSE
2,363,15,51,50x50,AK050H051V015,300005,1650005,350005,1700005,64.88446007,-147.1266786,2e+05,2.5e+09,TRUE,TRUE,FALSE,FALSE
